V1,V2,V3,V4,V5
667,0.43694,0.74007,0.97565,0.94986,1.0881
668,0.44837,0.80662,0.98047,0.9505,1.1182
669,0.47858,0.86286,0.97888,0.9604,1.1371
670,0.52818,0.90745,0.97272,0.98135,1.145
671,0.59344,0.94048,0.96408,1.0127,1.1448
672,0.66686,0.9628,0.95548,1.0506,1.1401
673,0.74007,0.97565,0.94986,1.0881,1.1341
674,0.80662,0.98047,0.9505,1.1182,1.1292
675,0.86286,0.97888,0.9604,1.1371,1.127
676,0.90745,0.97272,0.98135,1.145,1.1281
677,0.94048,0.96408,1.0127,1.1448,1.1321
678,0.9628,0.95548,1.0506,1.1401,1.1375
679,0.97565,0.94986,1.0881,1.1341,1.1422
680,0.98047,0.9505,1.1182,1.1292,1.1431
681,0.97888,0.9604,1.1371,1.127,1.1364
682,0.97272,0.98135,1.145,1.1281,1.1186
683,0.96408,1.0127,1.1448,1.1321,1.0879
684,0.95548,1.0506,1.1401,1.1375,1.0467
685,0.94986,1.0881,1.1341,1.1422,0.99954
686,0.9505,1.1182,1.1292,1.1431,0.95134
687,0.9604,1.1371,1.127,1.1364,0.90553
688,0.98135,1.145,1.1281,1.1186,0.86413
689,1.0127,1.1448,1.1321,1.0879,0.82796
690,1.0506,1.1401,1.1375,1.0467,0.79693
691,1.0881,1.1341,1.1422,0.99954,0.77026
692,1.1182,1.1292,1.1431,0.95134,0.74677
693,1.1371,1.127,1.1364,0.90553,0.72519
694,1.145,1.1281,1.1186,0.86413,0.70452
695,1.1448,1.1321,1.0879,0.82796,0.68428
696,1.1401,1.1375,1.0467,0.79693,0.66466
697,1.1341,1.1422,0.99954,0.77026,0.64666
698,1.1292,1.1431,0.95134,0.74677,0.63221
699,1.127,1.1364,0.90553,0.72519,0.62439
700,1.1281,1.1186,0.86413,0.70452,0.62728
701,1.1321,1.0879,0.82796,0.68428,0.64486
702,1.1375,1.0467,0.79693,0.66466,0.67883
703,1.1422,0.99954,0.77026,0.64666,0.72689
704,1.1431,0.95134,0.74677,0.63221,0.78345
705,1.1364,0.90553,0.72519,0.62439,0.84237
706,1.1186,0.86413,0.70452,0.62728,0.89907
707,1.0879,0.82796,0.68428,0.64486,0.95099
708,1.0467,0.79693,0.66466,0.67883,0.99705
709,0.99954,0.77026,0.64666,0.72689,1.037
710,0.95134,0.74677,0.63221,0.78345,1.071
711,0.90553,0.72519,0.62439,0.84237,1.0993
712,0.86413,0.70452,0.62728,0.89907,1.122
713,0.82796,0.68428,0.64486,0.95099,1.1397
714,0.79693,0.66466,0.67883,0.99705,1.1527
715,0.77026,0.64666,0.72689,1.037,1.1621
716,0.74677,0.63221,0.78345,1.071,1.1693
717,0.72519,0.62439,0.84237,1.0993,1.1763
718,0.70452,0.62728,0.89907,1.122,1.1856
719,0.68428,0.64486,0.95099,1.1397,1.1994
720,0.66466,0.67883,0.99705,1.1527,1.2181
721,0.64666,0.72689,1.037,1.1621,1.2393
722,0.63221,0.78345,1.071,1.1693,1.2573
723,0.62439,0.84237,1.0993,1.1763,1.2648
724,0.62728,0.89907,1.122,1.1856,1.2573
725,0.64486,0.95099,1.1397,1.1994,1.2339
726,0.67883,0.99705,1.1527,1.2181,1.1974
727,0.72689,1.037,1.1621,1.2393,1.1517
728,0.78345,1.071,1.1693,1.2573,1.1006
729,0.84237,1.0993,1.1763,1.2648,1.0472
730,0.89907,1.122,1.1856,1.2573,0.99372
731,0.95099,1.1397,1.1994,1.2339,0.94182
732,0.99705,1.1527,1.2181,1.1974,0.89246
733,1.037,1.1621,1.2393,1.1517,0.84604
734,1.071,1.1693,1.2573,1.1006,0.80239
735,1.0993,1.1763,1.2648,1.0472,0.76081
736,1.122,1.1856,1.2573,0.99372,0.7203
737,1.1397,1.1994,1.2339,0.94182,0.68006
738,1.1527,1.2181,1.1974,0.89246,0.64005
739,1.1621,1.2393,1.1517,0.84604,0.60115
740,1.1693,1.2573,1.1006,0.80239,0.56491
741,1.1763,1.2648,1.0472,0.76081,0.53317
742,1.1856,1.2573,0.99372,0.7203,0.50802
743,1.1994,1.2339,0.94182,0.68006,0.49195
744,1.2181,1.1974,0.89246,0.64005,0.48806
745,1.2393,1.1517,0.84604,0.60115,0.49967
746,1.2573,1.1006,0.80239,0.56491,0.52919
747,1.2648,1.0472,0.76081,0.53317,0.57638
748,1.2573,0.99372,0.7203,0.50802,0.63724
749,1.2339,0.94182,0.68006,0.49195,0.70522
750,1.1974,0.89246,0.64005,0.48806,0.77367
751,1.1517,0.84604,0.60115,0.49967,0.83755
752,1.1006,0.80239,0.56491,0.52919,0.89381
753,1.0472,0.76081,0.53317,0.57638,0.94088
754,0.99372,0.7203,0.50802,0.63724,0.97809
755,0.94182,0.68006,0.49195,0.70522,1.0054
756,0.89246,0.64005,0.48806,0.77367,1.0235
757,0.84604,0.60115,0.49967,0.83755,1.0332
758,0.80239,0.56491,0.52919,0.89381,1.0362
759,0.76081,0.53317,0.57638,0.94088,1.0342
760,0.7203,0.50802,0.63724,0.97809,1.0293
761,0.68006,0.49195,0.70522,1.0054,1.0242
762,0.64005,0.48806,0.77367,1.0235,1.0217
763,0.60115,0.49967,0.83755,1.0332,1.025
764,0.56491,0.52919,0.89381,1.0362,1.0368
765,0.53317,0.57638,0.94088,1.0342,1.058
766,0.50802,0.63724,0.97809,1.0293,1.0876
767,0.49195,0.70522,1.0054,1.0242,1.1209
768,0.48806,0.77367,1.0235,1.0217,1.1505
769,0.49967,0.83755,1.0332,1.025,1.1693
770,0.52919,0.89381,1.0362,1.0368,1.1741
771,0.57638,0.94088,1.0342,1.058,1.1657
772,0.63724,0.97809,1.0293,1.0876,1.1478
773,0.70522,1.0054,1.0242,1.1209,1.1247
774,0.77367,1.0235,1.0217,1.1505,1.1001
775,0.83755,1.0332,1.025,1.1693,1.0767
776,0.89381,1.0362,1.0368,1.1741,1.0562
777,0.94088,1.0342,1.058,1.1657,1.0396
778,0.97809,1.0293,1.0876,1.1478,1.0266
779,1.0054,1.0242,1.1209,1.1247,1.0157
780,1.0235,1.0217,1.1505,1.1001,1.0046
781,1.0332,1.025,1.1693,1.0767,0.99004
782,1.0362,1.0368,1.1741,1.0562,0.96884
783,1.0342,1.058,1.1657,1.0396,0.93906
784,1.0293,1.0876,1.1478,1.0266,0.90135
785,1.0242,1.1209,1.1247,1.0157,0.85884
786,1.0217,1.1505,1.1001,1.0046,0.81562
787,1.025,1.1693,1.0767,0.99004,0.77539
788,1.0368,1.1741,1.0562,0.96884,0.741
789,1.058,1.1657,1.0396,0.93906,0.71444
790,1.0876,1.1478,1.0266,0.90135,0.69694
791,1.1209,1.1247,1.0157,0.85884,0.68884
792,1.1505,1.1001,1.0046,0.81562,0.68953
793,1.1693,1.0767,0.99004,0.77539,0.69759
794,1.1741,1.0562,0.96884,0.741,0.71115
795,1.1657,1.0396,0.93906,0.71444,0.72843
796,1.1478,1.0266,0.90135,0.69694,0.74825
797,1.1247,1.0157,0.85884,0.68884,0.77046
798,1.1001,1.0046,0.81562,0.68953,0.79606
799,1.0767,0.99004,0.77539,0.69759,0.82698
800,1.0562,0.96884,0.741,0.71115,0.86485
801,1.0396,0.93906,0.71444,0.72843,0.90925
802,1.0266,0.90135,0.69694,0.74825,0.95689
803,1.0157,0.85884,0.68884,0.77046,1.0032
804,1.0046,0.81562,0.68953,0.79606,1.0445
805,0.99004,0.77539,0.69759,0.82698,1.0795
806,0.96884,0.741,0.71115,0.86485,1.1082
807,0.93906,0.71444,0.72843,0.90925,1.1319
808,0.90135,0.69694,0.74825,0.95689,1.1522
809,0.85884,0.68884,0.77046,1.0032,1.1706
810,0.81562,0.68953,0.79606,1.0445,1.1885
811,0.77539,0.69759,0.82698,1.0795,1.2064
812,0.741,0.71115,0.86485,1.1082,1.2246
813,0.71444,0.72843,0.90925,1.1319,1.2431
814,0.69694,0.74825,0.95689,1.1522,1.2614
815,0.68884,0.77046,1.0032,1.1706,1.2788
816,0.68953,0.79606,1.0445,1.1885,1.294
817,0.69759,0.82698,1.0795,1.2064,1.3042
818,0.71115,0.86485,1.1082,1.2246,1.305
819,0.72843,0.90925,1.1319,1.2431,1.2916
820,0.74825,0.95689,1.1522,1.2614,1.2626
821,0.77046,1.0032,1.1706,1.2788,1.2206
822,0.79606,1.0445,1.1885,1.294,1.1697
823,0.82698,1.0795,1.2064,1.3042,1.114
824,0.86485,1.1082,1.2246,1.305,1.0564
825,0.90925,1.1319,1.2431,1.2916,0.99864
826,0.95689,1.1522,1.2614,1.2626,0.94181
827,1.0032,1.1706,1.2788,1.2206,0.88634
828,1.0445,1.1885,1.294,1.1697,0.83248
829,1.0795,1.2064,1.3042,1.114,0.7804
830,1.1082,1.2246,1.305,1.0564,0.73025
831,1.1319,1.2431,1.2916,0.99864,0.6822
832,1.1522,1.2614,1.2626,0.94181,0.63646
833,1.1706,1.2788,1.2206,0.88634,0.59328
834,1.1885,1.294,1.1697,0.83248,0.5531
835,1.2064,1.3042,1.114,0.7804,0.51668
836,1.2246,1.305,1.0564,0.73025,0.48517
837,1.2431,1.2916,0.99864,0.6822,0.46027
838,1.2614,1.2626,0.94181,0.63646,0.44433
839,1.2788,1.2206,0.88634,0.59328,0.44047
840,1.294,1.1697,0.83248,0.5531,0.45233
841,1.3042,1.114,0.7804,0.51668,0.48292
842,1.305,1.0564,0.73025,0.48517,0.53265
843,1.2916,0.99864,0.6822,0.46027,0.59767
844,1.2626,0.94181,0.63646,0.44433,0.67064
845,1.2206,0.88634,0.59328,0.44047,0.74342
846,1.1697,0.83248,0.5531,0.45233,0.80972
847,1.114,0.7804,0.51668,0.48292,0.86591
848,1.0564,0.73025,0.48517,0.53265,0.91057
849,0.99864,0.6822,0.46027,0.59767,0.94375
850,0.94181,0.63646,0.44433,0.67064,0.96625
851,0.88634,0.59328,0.44047,0.74342,0.97928
852,0.83248,0.5531,0.45233,0.80972,0.9843
853,0.7804,0.51668,0.48292,0.86591,0.9829
854,0.73025,0.48517,0.53265,0.91057,0.97693
855,0.6822,0.46027,0.59767,0.94375,0.96851
856,0.63646,0.44433,0.67064,0.96625,0.96015
857,0.59328,0.44047,0.74342,0.97928,0.95484
858,0.5531,0.45233,0.80972,0.9843,0.95582
859,0.51668,0.48292,0.86591,0.9829,0.96605
860,0.48517,0.53265,0.91057,0.97693,0.98722
861,0.46027,0.59767,0.94375,0.96851,1.0186
862,0.44433,0.67064,0.96625,0.96015,1.0562
863,0.44047,0.74342,0.97928,0.95484,1.0932
864,0.45233,0.80972,0.9843,0.95582,1.1224
865,0.48292,0.86591,0.9829,0.96605,1.1401
866,0.53265,0.91057,0.97693,0.98722,1.1467
867,0.59767,0.94375,0.96851,1.0186,1.1451
868,0.67064,0.96625,0.96015,1.0562,1.1391
869,0.74342,0.97928,0.95484,1.0932,1.1318
870,0.80972,0.9843,0.95582,1.1224,1.1256
871,0.86591,0.9829,0.96605,1.1401,1.1223
872,0.91057,0.97693,0.98722,1.1467,1.1223
873,0.94375,0.96851,1.0186,1.1451,1.1252
874,0.96625,0.96015,1.0562,1.1391,1.1296
875,0.97928,0.95484,1.0932,1.1318,1.1333
876,0.9843,0.95582,1.1224,1.1256,1.1331
877,0.9829,0.96605,1.1401,1.1223,1.1252
878,0.97693,0.98722,1.1467,1.1223,1.1062
879,0.96851,1.0186,1.1451,1.1252,1.0746
880,0.96015,1.0562,1.1391,1.1296,1.0329
881,0.95484,1.0932,1.1318,1.1333,0.98577
882,0.95582,1.1224,1.1256,1.1331,0.93804
883,0.96605,1.1401,1.1223,1.1252,0.89303
884,0.98722,1.1467,1.1223,1.1062,0.85273
885,1.0186,1.1451,1.1252,1.0746,0.81793
886,1.0562,1.1391,1.1296,1.0329,0.78853
887,1.0932,1.1318,1.1333,0.98577,0.76371
888,1.1224,1.1256,1.1331,0.93804,0.74226
889,1.1401,1.1223,1.1252,0.89303,0.72286
890,1.1467,1.1223,1.1062,0.85273,0.70443
891,1.1451,1.1252,1.0746,0.81793,0.68645
892,1.1391,1.1296,1.0329,0.78853,0.66913
893,1.1318,1.1333,0.98577,0.76371,0.6535
894,1.1256,1.1331,0.93804,0.74226,0.64166
895,1.1223,1.1252,0.89303,0.72286,0.63685
896,1.1223,1.1062,0.85273,0.70443,0.64323
897,1.1252,1.0746,0.81793,0.68645,0.66455
898,1.1296,1.0329,0.78853,0.66913,0.70183
899,1.1333,0.98577,0.76371,0.6535,0.75193
900,1.1331,0.93804,0.74226,0.64166,0.80888
901,1.1252,0.89303,0.72286,0.63685,0.86678
902,1.1062,0.85273,0.70443,0.64323,0.92157
903,1.0746,0.81793,0.68645,0.66455,0.97119
904,1.0329,0.78853,0.66913,0.70183,1.0149
905,0.98577,0.76371,0.6535,0.75193,1.0528
906,0.93804,0.74226,0.64166,0.80888,1.085
907,0.89303,0.72286,0.63685,0.86678,1.1119
908,0.85273,0.70443,0.64323,0.92157,1.1338
909,0.81793,0.68645,0.66455,0.97119,1.151
910,0.78853,0.66913,0.70183,1.0149,1.1641
911,0.76371,0.6535,0.75193,1.0528,1.174
912,0.74226,0.64166,0.80888,1.085,1.1822
913,0.72286,0.63685,0.86678,1.1119,1.1906
914,0.70443,0.64323,0.92157,1.1338,1.2017
915,0.68645,0.66455,0.97119,1.151,1.2172
916,0.66913,0.70183,1.0149,1.1641,1.2366
917,0.6535,0.75193,1.0528,1.174,1.2564
918,0.64166,0.80888,1.085,1.1822,1.27
919,0.63685,0.86678,1.1119,1.1906,1.2708
920,0.64323,0.92157,1.1338,1.2017,1.2557
921,0.66455,0.97119,1.151,1.2172,1.2256
922,0.70183,1.0149,1.1641,1.2366,1.184
923,0.75193,1.0528,1.174,1.2564,1.1346
924,0.80888,1.085,1.1822,1.27,1.081
925,0.86678,1.1119,1.1906,1.2708,1.026
926,0.92157,1.1338,1.2017,1.2557,0.97149
927,0.97119,1.151,1.2172,1.2256,0.91882
928,1.0149,1.1641,1.2366,1.184,0.86878
929,1.0528,1.174,1.2564,1.1346,0.82164
930,1.085,1.1822,1.27,1.081,0.77715
931,1.1119,1.1906,1.2708,1.026,0.7346
932,1.1338,1.2017,1.2557,0.97149,0.69316
933,1.151,1.2172,1.2256,0.91882,0.65233
934,1.1641,1.2366,1.184,0.86878,0.61239
935,1.174,1.2564,1.1346,0.82164,0.5744
936,1.1822,1.27,1.081,0.77715,0.53993
937,1.1906,1.2708,1.026,0.7346,0.51079
938,1.2017,1.2557,0.97149,0.69316,0.48915
939,1.2172,1.2256,0.91882,0.65233,0.47775
940,1.2366,1.184,0.86878,0.61239,0.4799
941,1.2564,1.1346,0.82164,0.5744,0.49893
942,1.27,1.081,0.77715,0.53993,0.53662
943,1.2708,1.026,0.7346,0.51079,0.59128
944,1.2557,0.97149,0.69316,0.48915,0.6574
945,1.2256,0.91882,0.65233,0.47775,0.72765
946,1.184,0.86878,0.61239,0.4799,0.79556
947,1.1346,0.82164,0.5744,0.49893,0.85676
948,1.081,0.77715,0.53993,0.53662,0.90892
949,1.026,0.7346,0.51079,0.59128,0.95106
950,0.97149,0.69316,0.48915,0.6574,0.983
951,0.91882,0.65233,0.47775,0.72765,1.0051
952,0.86878,0.61239,0.4799,0.79556,1.0184
953,0.82164,0.5744,0.49893,0.85676,1.024
954,0.77715,0.53993,0.53662,0.90892,1.0237
955,0.7346,0.51079,0.59128,0.95106,1.0193
956,0.69316,0.48915,0.6574,0.983,1.0132
957,0.65233,0.47775,0.72765,1.0051,1.008
958,0.61239,0.4799,0.79556,1.0184,1.007
959,0.5744,0.49893,0.85676,1.024,1.0131
960,0.53993,0.53662,0.90892,1.0237,1.0286
961,0.51079,0.59128,0.95106,1.0193,1.054
962,0.48915,0.6574,0.983,1.0132,1.0866
963,0.47775,0.72765,1.0051,1.008,1.1207
964,0.4799,0.79556,1.0184,1.007,1.1485
965,0.49893,0.85676,1.024,1.0131,1.1641
966,0.53662,0.90892,1.0237,1.0286,1.1661
967,0.59128,0.95106,1.0193,1.054,1.1566
968,0.6574,0.983,1.0132,1.0866,1.1398
969,0.72765,1.0051,1.008,1.1207,1.1194
970,0.79556,1.0184,1.007,1.1485,1.0988
971,0.85676,1.024,1.0131,1.1641,1.0803
972,0.90892,1.0237,1.0286,1.1661,1.0653
973,0.95106,1.0193,1.054,1.1566,1.054
974,0.983,1.0132,1.0866,1.1398,1.0458
975,1.0051,1.008,1.1207,1.1194,1.0388
976,1.0184,1.007,1.1485,1.0988,1.0301
977,1.024,1.0131,1.1641,1.0803,1.0162
978,1.0237,1.0286,1.1661,1.0653,0.99406
979,1.0193,1.054,1.1566,1.054,0.96222
980,1.0132,1.0866,1.1398,1.0458,0.92236
981,1.008,1.1207,1.1194,1.0388,0.87837
982,1.007,1.1485,1.0988,1.0301,0.83456
983,1.0131,1.1641,1.0803,1.0162,0.79444
984,1.0286,1.1661,1.0653,0.99406,0.76049
985,1.054,1.1566,1.054,0.96222,0.73428
986,1.0866,1.1398,1.0458,0.92236,0.7165
987,1.1207,1.1194,1.0388,0.87837,0.70696
988,1.1485,1.0988,1.0301,0.83456,0.70464
989,1.1641,1.0803,1.0162,0.79444,0.70794
990,1.1661,1.0653,0.99406,0.76049,0.71507
991,1.1566,1.054,0.96222,0.73428,0.72462
992,1.1398,1.0458,0.92236,0.7165,0.73593
993,1.1194,1.0388,0.87837,0.70696,0.74949
994,1.0988,1.0301,0.83456,0.70464,0.7671
995,1.0803,1.0162,0.79444,0.70794,0.79152
996,1.0653,0.99406,0.76049,0.71507,0.82518
997,1.054,0.96222,0.73428,0.72462,0.86809
998,1.0458,0.92236,0.7165,0.73593,0.91676
999,1.0388,0.87837,0.70696,0.74949,0.96599
1000,1.0301,0.83456,0.70464,0.7671,1.0115
